step, L2error, MaxError, loss, elapsed_time, epoch_time, inference_time
1.600000000000000000e+01,6.856951117515563965e-01,1.610334217548370361e-01,7.607485294342041016e+00,1.699845790863037109e-01,3.360986709594726562e-03,6.604194641113281250e-05
1.700000000000000000e+01,6.721910238265991211e-01,1.686977297067642212e-01,7.575832843780517578e+00,1.735324859619140625e-01,3.547906875610351562e-03,6.818771362304687500e-05
1.800000000000000000e+01,6.680193543434143066e-01,1.834855079650878906e-01,6.961025714874267578e+00,1.771645545959472656e-01,3.632068634033203125e-03,5.269050598144531250e-05
1.900000000000000000e+01,6.725246310234069824e-01,1.967027336359024048e-01,6.125356674194335938e+00,1.794545650482177734e-01,2.290010452270507812e-03,4.696846008300781250e-05
2.000000000000000000e+01,7.069605588912963867e-01,2.068357765674591064e-01,5.475451946258544922e+00,1.814911365509033203e-01,2.036571502685546875e-03,4.673004150390625000e-05
2.100000000000000000e+01,7.609815597534179688e-01,2.184186428785324097e-01,5.250891208648681641e+00,1.835086345672607422e-01,2.017498016357421875e-03,4.386901855468750000e-05
2.200000000000000000e+01,8.142381906509399414e-01,2.267151921987533569e-01,5.445785522460937500e+00,1.855690479278564453e-01,2.060413360595703125e-03,4.482269287109375000e-05
2.300000000000000000e+01,8.514319062232971191e-01,2.320596575736999512e-01,5.859495639801025391e+00,1.875820159912109375e-01,2.012968063354492188e-03,4.529953002929687500e-05
2.400000000000000000e+01,8.619576692581176758e-01,2.330091148614883423e-01,6.226950645446777344e+00,1.896009445190429688e-01,2.018928527832031250e-03,4.982948303222656250e-05
2.500000000000000000e+01,8.478292226791381836e-01,2.292188405990600586e-01,6.354977607727050781e+00,1.916780471801757812e-01,2.077102661132812500e-03,8.606910705566406250e-05
2.600000000000000000e+01,8.151590824127197266e-01,2.274105101823806763e-01,6.198674201965332031e+00,1.938638687133789062e-01,2.185821533203125000e-03,6.079673767089843750e-05
2.700000000000000000e+01,7.717893123626708984e-01,2.180140763521194458e-01,5.852821826934814453e+00,1.959643363952636719e-01,2.100467681884765625e-03,4.911422729492187500e-05
2.800000000000000000e+01,7.336608767509460449e-01,2.115676701068878174e-01,5.480632305145263672e+00,1.979987621307373047e-01,2.034425735473632812e-03,4.482269287109375000e-05
2.900000000000000000e+01,6.961858868598937988e-01,2.041536867618560791e-01,5.225909709930419922e+00,1.999387741088867188e-01,1.940011978149414062e-03,4.482269287109375000e-05
3.000000000000000000e+01,6.717705130577087402e-01,1.976987123489379883e-01,5.150811195373535156e+00,2.018685340881347656e-01,1.929759979248046875e-03,4.458427429199218750e-05
3.100000000000000000e+01,6.624751091003417969e-01,1.889406889677047729e-01,5.221858024597167969e+00,2.037734985351562500e-01,1.904964447021484375e-03,4.363059997558593750e-05
3.200000000000000000e+01,6.568841338157653809e-01,1.845187991857528687e-01,5.342926502227783203e+00,2.056870460510253906e-01,1.913547515869140625e-03,4.315376281738281250e-05
3.300000000000000000e+01,6.557431221008300781e-01,1.834897696971893311e-01,5.413222789764404297e+00,2.075817584991455078e-01,1.894712448120117188e-03,4.458427429199218750e-05
3.400000000000000000e+01,6.569229960441589355e-01,1.816181540489196777e-01,5.378450870513916016e+00,2.100527286529541016e-01,2.470970153808593750e-03,4.577636718750000000e-05
3.500000000000000000e+01,6.644392609596252441e-01,1.810447275638580322e-01,5.250318050384521484e+00,2.120120525360107422e-01,1.959323883056640625e-03,4.959106445312500000e-05
3.600000000000000000e+01,6.769264936447143555e-01,1.854714751243591309e-01,5.089451789855957031e+00,2.140092849731445312e-01,1.997232437133789062e-03,4.625320434570312500e-05
3.700000000000000000e+01,6.943208575248718262e-01,1.938752830028533936e-01,4.966458320617675781e+00,2.159519195556640625e-01,1.942634582519531250e-03,4.386901855468750000e-05
3.800000000000000000e+01,7.160110473632812500e-01,2.026624679565429688e-01,4.924271583557128906e+00,2.178480625152587891e-01,1.896142959594726562e-03,4.553794860839843750e-05
3.900000000000000000e+01,7.318534851074218750e-01,2.083785235881805420e-01,4.960193634033203125e+00,2.197799682617187500e-01,1.931905746459960938e-03,4.339218139648437500e-05
4.000000000000000000e+01,7.447199225425720215e-01,2.132551670074462891e-01,5.033565998077392578e+00,2.216849327087402344e-01,1.904964447021484375e-03,4.386901855468750000e-05
4.100000000000000000e+01,7.482157945632934570e-01,2.132267653942108154e-01,5.091661453247070312e+00,2.235929965972900391e-01,1.908063888549804688e-03,4.577636718750000000e-05
4.200000000000000000e+01,7.414445281028747559e-01,2.125675678253173828e-01,5.098165988922119141e+00,2.260184288024902344e-01,2.425432205200195312e-03,8.940696716308593750e-05
4.300000000000000000e+01,7.271220684051513672e-01,2.057761847972869873e-01,5.049126625061035156e+00,2.292153835296630859e-01,3.196954727172851562e-03,5.054473876953125000e-05
4.400000000000000000e+01,7.072752118110656738e-01,2.023960947990417480e-01,4.969719886779785156e+00,2.311699390411376953e-01,1.954555511474609375e-03,4.482269287109375000e-05
4.500000000000000000e+01,6.930614113807678223e-01,1.948074549436569214e-01,4.896242141723632812e+00,2.330906391143798828e-01,1.920700073242187500e-03,4.339218139648437500e-05
4.600000000000000000e+01,6.780292987823486328e-01,1.905184984207153320e-01,4.854977130889892578e+00,2.349905967712402344e-01,1.899957656860351562e-03,4.315376281738281250e-05
4.700000000000000000e+01,6.714044809341430664e-01,1.859046667814254761e-01,4.849627017974853516e+00,2.368962764739990234e-01,1.905679702758789062e-03,4.434585571289062500e-05
4.800000000000000000e+01,6.661464571952819824e-01,1.831666380167007446e-01,4.862997531890869141e+00,2.388067245483398438e-01,1.910448074340820312e-03,4.291534423828125000e-05
4.900000000000000000e+01,6.626589894294738770e-01,1.818116009235382080e-01,4.870187759399414062e+00,2.407257556915283203e-01,1.919031143188476562e-03,4.506111145019531250e-05
5.000000000000000000e+01,6.654641032218933105e-01,1.831789016723632812e-01,4.854366302490234375e+00,2.430739402770996094e-01,2.348184585571289062e-03,9.489059448242187500e-05
5.100000000000000000e+01,6.702649593353271484e-01,1.858487725257873535e-01,4.815687179565429688e+00,2.451429367065429688e-01,2.068996429443359375e-03,8.916854858398437500e-05
5.200000000000000000e+01,6.800158619880676270e-01,1.882054209709167480e-01,4.768886089324951172e+00,2.471678256988525391e-01,2.024888992309570312e-03,5.531311035156250000e-05
5.300000000000000000e+01,6.888704895973205566e-01,1.925120353698730469e-01,4.732402801513671875e+00,2.491824626922607422e-01,2.014636993408203125e-03,5.388259887695312500e-05
5.400000000000000000e+01,6.993396878242492676e-01,1.947250366210937500e-01,4.716578006744384766e+00,2.511351108551025391e-01,1.952648162841796875e-03,7.247924804687500000e-05
5.500000000000000000e+01,7.054634094238281250e-01,1.968858987092971802e-01,4.718220710754394531e+00,2.531383037567138672e-01,2.003192901611328125e-03,4.863739013671875000e-05
5.600000000000000000e+01,7.054955959320068359e-01,1.981943398714065552e-01,4.724135875701904297e+00,2.550661563873291016e-01,1.927852630615234375e-03,4.434585571289062500e-05
5.700000000000000000e+01,7.046036720275878906e-01,1.972770243883132935e-01,4.720463752746582031e+00,2.569785118103027344e-01,1.912355422973632812e-03,4.744529724121093750e-05
5.800000000000000000e+01,7.003111839294433594e-01,1.951091438531875610e-01,4.701313495635986328e+00,2.589111328125000000e-01,1.932621002197265625e-03,4.339218139648437500e-05
5.900000000000000000e+01,6.902660131454467773e-01,1.927220523357391357e-01,4.671288490295410156e+00,2.610502243041992188e-01,2.139091491699218750e-03,1.018047332763671875e-04
6.000000000000000000e+01,6.805431842803955078e-01,1.902302354574203491e-01,4.640944957733154297e+00,2.630419731140136719e-01,1.991748809814453125e-03,4.839897155761718750e-05
6.100000000000000000e+01,6.721925735473632812e-01,1.879235804080963135e-01,4.618977546691894531e+00,2.649910449981689453e-01,1.949071884155273438e-03,4.744529724121093750e-05
6.200000000000000000e+01,6.680572628974914551e-01,1.862574219703674316e-01,4.606664657592773438e+00,2.669026851654052734e-01,1.911640167236328125e-03,4.458427429199218750e-05
6.300000000000000000e+01,6.637229919433593750e-01,1.853204965591430664e-01,4.598095417022705078e+00,2.688503265380859375e-01,1.947641372680664062e-03,4.363059997558593750e-05
6.400000000000000000e+01,6.639202237129211426e-01,1.861155629158020020e-01,4.585389614105224609e+00,2.707843780517578125e-01,1.934051513671875000e-03,4.529953002929687500e-05
6.500000000000000000e+01,6.655519008636474609e-01,1.872223317623138428e-01,4.564701080322265625e+00,2.727050781250000000e-01,1.920700073242187500e-03,4.315376281738281250e-05
6.600000000000000000e+01,6.723179221153259277e-01,1.888404190540313721e-01,4.538572311401367188e+00,2.746148109436035156e-01,1.909732818603515625e-03,4.315376281738281250e-05
6.700000000000000000e+01,6.772388815879821777e-01,1.909740567207336426e-01,4.513310432434082031e+00,2.767202854156494141e-01,2.105474472045898438e-03,5.269050598144531250e-05
6.800000000000000000e+01,6.814392209053039551e-01,1.922865062952041626e-01,4.493811130523681641e+00,2.787034511566162109e-01,1.983165740966796875e-03,5.793571472167968750e-05
6.900000000000000000e+01,6.854890584945678711e-01,1.943030059337615967e-01,4.479997158050537109e+00,2.806077003479003906e-01,1.904249191284179688e-03,4.553794860839843750e-05
7.000000000000000000e+01,6.851128339767456055e-01,1.945995986461639404e-01,4.467401027679443359e+00,2.825150489807128906e-01,1.907348632812500000e-03,4.720687866210937500e-05
7.100000000000000000e+01,6.807318329811096191e-01,1.942360699176788330e-01,4.451073169708251953e+00,2.844169139862060547e-01,1.901865005493164062e-03,4.363059997558593750e-05
7.200000000000000000e+01,6.762732267379760742e-01,1.924930065870285034e-01,4.429414272308349609e+00,2.863318920135498047e-01,1.914978027343750000e-03,4.529953002929687500e-05
7.300000000000000000e+01,6.706760525703430176e-01,1.904970705509185791e-01,4.404908180236816406e+00,2.882809638977050781e-01,1.949071884155273438e-03,5.078315734863281250e-05
7.400000000000000000e+01,6.666917800903320312e-01,1.886684000492095947e-01,4.381489753723144531e+00,2.901785373687744141e-01,1.897573471069335938e-03,4.482269287109375000e-05
7.500000000000000000e+01,6.587788462638854980e-01,1.874711811542510986e-01,4.361056804656982422e+00,2.924182415008544922e-01,2.239704132080078125e-03,9.679794311523437500e-05
7.600000000000000000e+01,6.550434231758117676e-01,1.864982694387435913e-01,4.342147350311279297e+00,2.944986820220947266e-01,2.080440521240234375e-03,5.698204040527343750e-05
7.700000000000000000e+01,6.570353507995605469e-01,1.866023242473602295e-01,4.321704864501953125e+00,2.966544628143310547e-01,2.155780792236328125e-03,4.959106445312500000e-05
7.800000000000000000e+01,6.582465767860412598e-01,1.873276382684707642e-01,4.298065185546875000e+00,2.985849380493164062e-01,1.930475234985351562e-03,4.410743713378906250e-05
7.900000000000000000e+01,6.602892279624938965e-01,1.881402283906936646e-01,4.272365093231201172e+00,3.004992008209228516e-01,1.914262771606445312e-03,4.625320434570312500e-05
8.000000000000000000e+01,6.621410846710205078e-01,1.891251802444458008e-01,4.247186660766601562e+00,3.025581836700439453e-01,2.058982849121093750e-03,4.553794860839843750e-05
8.100000000000000000e+01,6.630536913871765137e-01,1.896374225616455078e-01,4.223957061767578125e+00,3.044579029083251953e-01,1.899719238281250000e-03,4.267692565917968750e-05
8.200000000000000000e+01,6.665045022964477539e-01,1.887570023536682129e-01,4.201652526855468750e+00,3.063602447509765625e-01,1.902341842651367188e-03,4.458427429199218750e-05
8.300000000000000000e+01,6.627569794654846191e-01,1.892419457435607910e-01,4.177973747253417969e+00,3.082659244537353516e-01,1.905679702758789062e-03,4.601478576660156250e-05
8.400000000000000000e+01,6.606655120849609375e-01,1.880420148372650146e-01,4.151654243469238281e+00,3.105585575103759766e-01,2.292633056640625000e-03,9.465217590332031250e-05
8.500000000000000000e+01,6.533535718917846680e-01,1.874931752681732178e-01,4.123509407043457031e+00,3.125982284545898438e-01,2.039670944213867188e-03,4.816055297851562500e-05
8.600000000000000000e+01,6.484718322753906250e-01,1.860420405864715576e-01,4.095298767089843750e+00,3.145575523376464844e-01,1.959323883056640625e-03,4.625320434570312500e-05
8.700000000000000000e+01,6.488631367683410645e-01,1.848645955324172974e-01,4.067752838134765625e+00,3.164825439453125000e-01,1.924991607666015625e-03,4.673004150390625000e-05
8.800000000000000000e+01,6.436716318130493164e-01,1.840887665748596191e-01,4.039937496185302734e+00,3.184106349945068359e-01,1.928091049194335938e-03,5.006790161132812500e-05
8.900000000000000000e+01,6.433402895927429199e-01,1.849425584077835083e-01,4.010491847991943359e+00,3.203628063201904297e-01,1.952171325683593750e-03,4.482269287109375000e-05
9.000000000000000000e+01,6.438599824905395508e-01,1.853874623775482178e-01,3.979216098785400391e+00,3.222692012786865234e-01,1.906394958496093750e-03,4.363059997558593750e-05
9.100000000000000000e+01,6.438564658164978027e-01,1.857319474220275879e-01,3.947159051895141602e+00,3.241887092590332031e-01,1.919507980346679688e-03,4.339218139648437500e-05
9.200000000000000000e+01,6.437947154045104980e-01,1.864320039749145508e-01,3.915239572525024414e+00,3.274066448211669922e-01,3.217935562133789062e-03,4.553794860839843750e-05
9.300000000000000000e+01,6.422314047813415527e-01,1.858083605766296387e-01,3.883113622665405273e+00,3.293998241424560547e-01,1.993179321289062500e-03,5.960464477539062500e-05
9.400000000000000000e+01,6.420610547065734863e-01,1.858023703098297119e-01,3.849646329879760742e+00,3.313310146331787109e-01,1.931190490722656250e-03,4.720687866210937500e-05
9.500000000000000000e+01,6.364370584487915039e-01,1.850969344377517700e-01,3.814294099807739258e+00,3.332340717315673828e-01,1.903057098388671875e-03,4.553794860839843750e-05
9.600000000000000000e+01,6.317761540412902832e-01,1.832897961139678955e-01,3.777635812759399414e+00,3.351495265960693359e-01,1.915454864501953125e-03,4.410743713378906250e-05
9.700000000000000000e+01,6.302682757377624512e-01,1.814488768577575684e-01,3.740450620651245117e+00,3.370592594146728516e-01,1.909732818603515625e-03,4.601478576660156250e-05
9.800000000000000000e+01,6.264687180519104004e-01,1.817613244056701660e-01,3.702668190002441406e+00,3.389811515808105469e-01,1.921892166137695312e-03,4.363059997558593750e-05
9.900000000000000000e+01,6.216796636581420898e-01,1.815733909606933594e-01,3.663552522659301758e+00,3.408966064453125000e-01,1.915454864501953125e-03,4.315376281738281250e-05
1.000000000000000000e+02,6.230189204216003418e-01,1.824300885200500488e-01,3.622774124145507812e+00,3.431589603424072266e-01,2.262353897094726562e-03,9.560585021972656250e-05
1.010000000000000000e+02,6.186382174491882324e-01,1.825688183307647705e-01,3.580795526504516602e+00,3.475408554077148438e-01,4.381895065307617188e-03,5.054473876953125000e-05
1.020000000000000000e+02,6.203330159187316895e-01,1.815307438373565674e-01,3.538079023361206055e+00,3.497562408447265625e-01,2.215385437011718750e-03,4.458427429199218750e-05
1.030000000000000000e+02,6.158227324485778809e-01,1.807538568973541260e-01,3.494342088699340820e+00,3.516921997070312500e-01,1.935958862304687500e-03,4.458427429199218750e-05
1.040000000000000000e+02,6.127050518989562988e-01,1.802789270877838135e-01,3.448967218399047852e+00,3.535912036895751953e-01,1.899003982543945312e-03,4.458427429199218750e-05
1.050000000000000000e+02,6.048799753189086914e-01,1.791422963142395020e-01,3.401886701583862305e+00,3.555030822753906250e-01,1.911878585815429688e-03,4.577636718750000000e-05
1.060000000000000000e+02,6.023936271667480469e-01,1.781551390886306763e-01,3.353573560714721680e+00,3.574106693267822266e-01,1.907587051391601562e-03,4.458427429199218750e-05
1.070000000000000000e+02,5.984130501747131348e-01,1.781149804592132568e-01,3.304222106933593750e+00,3.593399524688720703e-01,1.929283142089843750e-03,4.553794860839843750e-05
1.080000000000000000e+02,5.946227312088012695e-01,1.766062825918197632e-01,3.253481149673461914e+00,3.614039421081542969e-01,2.063989639282226562e-03,9.393692016601562500e-05
1.090000000000000000e+02,5.955807566642761230e-01,1.771377176046371460e-01,3.201108455657958984e+00,3.638858795166015625e-01,2.481937408447265625e-03,4.744529724121093750e-05
1.100000000000000000e+02,5.901677012443542480e-01,1.758680045604705811e-01,3.147381544113159180e+00,3.658468723297119141e-01,1.960992813110351562e-03,4.458427429199218750e-05
1.110000000000000000e+02,5.888941287994384766e-01,1.758798509836196899e-01,3.092576026916503906e+00,3.677625656127929688e-01,1.915693283081054688e-03,4.315376281738281250e-05
1.120000000000000000e+02,5.814636945724487305e-01,1.751267313957214355e-01,3.036483287811279297e+00,3.696682453155517578e-01,1.905679702758789062e-03,4.553794860839843750e-05
1.130000000000000000e+02,5.736433267593383789e-01,1.733016073703765869e-01,2.978840589523315430e+00,3.715822696685791016e-01,1.914024353027343750e-03,4.339218139648437500e-05
1.140000000000000000e+02,5.697976946830749512e-01,1.716406345367431641e-01,2.919841527938842773e+00,3.735077381134033203e-01,1.925468444824218750e-03,4.649162292480468750e-05
1.150000000000000000e+02,5.652519464492797852e-01,1.717048883438110352e-01,2.859819650650024414e+00,3.754231929779052734e-01,1.915454864501953125e-03,4.506111145019531250e-05
1.160000000000000000e+02,5.574288368225097656e-01,1.706854999065399170e-01,2.798748731613159180e+00,3.773336410522460938e-01,1.910448074340820312e-03,4.768371582031250000e-05
1.170000000000000000e+02,5.568441748619079590e-01,1.688173711299896240e-01,2.736523389816284180e+00,3.800406455993652344e-01,2.707004547119140625e-03,9.655952453613281250e-05
1.180000000000000000e+02,5.530855059623718262e-01,1.688246876001358032e-01,2.673380374908447266e+00,3.824405670166015625e-01,2.399921417236328125e-03,5.340576171875000000e-05
1.190000000000000000e+02,5.439845919609069824e-01,1.679682135581970215e-01,2.609601020812988281e+00,3.843977451324462891e-01,1.957178115844726562e-03,5.125999450683593750e-05
1.200000000000000000e+02,5.422083735466003418e-01,1.673628389835357666e-01,2.545168161392211914e+00,3.863275051116943359e-01,1.929759979248046875e-03,4.506111145019531250e-05
1.210000000000000000e+02,5.339295864105224609e-01,1.646406352519989014e-01,2.480107069015502930e+00,3.882884979248046875e-01,1.960992813110351562e-03,4.529953002929687500e-05
1.220000000000000000e+02,5.296736359596252441e-01,1.643283069133758545e-01,2.414769649505615234e+00,3.902168273925781250e-01,1.928329467773437500e-03,4.410743713378906250e-05
1.230000000000000000e+02,5.217818021774291992e-01,1.625932902097702026e-01,2.349462985992431641e+00,3.921406269073486328e-01,1.923799514770507812e-03,4.768371582031250000e-05
1.240000000000000000e+02,5.125139355659484863e-01,1.622300595045089722e-01,2.284276247024536133e+00,3.940703868865966797e-01,1.929759979248046875e-03,4.577636718750000000e-05
1.250000000000000000e+02,5.061725974082946777e-01,1.612447500228881836e-01,2.219445228576660156e+00,3.961882591247558594e-01,2.117872238159179688e-03,4.696846008300781250e-05
1.260000000000000000e+02,5.003754496574401855e-01,1.593344807624816895e-01,2.155352354049682617e+00,3.984689712524414062e-01,2.280712127685546875e-03,1.256465911865234375e-04
1.270000000000000000e+02,4.946992099285125732e-01,1.573953032493591309e-01,2.092191934585571289e+00,4.004857540130615234e-01,2.016782760620117188e-03,5.292892456054687500e-05
1.280000000000000000e+02,4.869013130664825439e-01,1.568764150142669678e-01,2.030128717422485352e+00,4.024119377136230469e-01,1.926183700561523438e-03,4.506111145019531250e-05
1.290000000000000000e+02,4.791213572025299072e-01,1.538318842649459839e-01,1.969551205635070801e+00,4.043257236480712891e-01,1.913785934448242188e-03,4.744529724121093750e-05
1.300000000000000000e+02,4.737906754016876221e-01,1.524344235658645630e-01,1.910791277885437012e+00,4.062542915344238281e-01,1.928567886352539062e-03,4.506111145019531250e-05
1.310000000000000000e+02,4.680926501750946045e-01,1.511454135179519653e-01,1.854029178619384766e+00,4.081759452819824219e-01,1.921653747558593750e-03,4.410743713378906250e-05
1.320000000000000000e+02,4.599560499191284180e-01,1.491449475288391113e-01,1.799553990364074707e+00,4.116718769073486328e-01,3.495931625366210938e-03,4.720687866210937500e-05
1.330000000000000000e+02,4.559151530265808105e-01,1.495701968669891357e-01,1.747652769088745117e+00,4.136559963226318359e-01,1.984119415283203125e-03,7.605552673339843750e-05
1.340000000000000000e+02,4.504161179065704346e-01,1.468952298164367676e-01,1.698448896408081055e+00,4.156339168548583984e-01,1.977920532226562500e-03,5.793571472167968750e-05
1.350000000000000000e+02,4.428457021713256836e-01,1.460386514663696289e-01,1.652132630348205566e+00,4.176306724548339844e-01,1.996755599975585938e-03,4.768371582031250000e-05
1.360000000000000000e+02,4.338870048522949219e-01,1.441401839256286621e-01,1.608929276466369629e+00,4.195294380187988281e-01,1.898765563964843750e-03,4.529953002929687500e-05
1.370000000000000000e+02,4.329685568809509277e-01,1.432107686996459961e-01,1.568902492523193359e+00,4.214589595794677734e-01,1.929521560668945312e-03,4.601478576660156250e-05
1.380000000000000000e+02,4.251028001308441162e-01,1.419470012187957764e-01,1.532106161117553711e+00,4.233853816986083984e-01,1.926422119140625000e-03,4.553794860839843750e-05
1.390000000000000000e+02,4.205559790134429932e-01,1.404661238193511963e-01,1.498604893684387207e+00,4.252848625183105469e-01,1.899480819702148438e-03,4.553794860839843750e-05
1.400000000000000000e+02,4.182875454425811768e-01,1.389125585556030273e-01,1.468321084976196289e+00,4.271743297576904297e-01,1.889467239379882812e-03,4.458427429199218750e-05
1.410000000000000000e+02,4.096541404724121094e-01,1.367298960685729980e-01,1.441185832023620605e+00,4.296669960021972656e-01,2.492666244506835938e-03,4.410743713378906250e-05
1.420000000000000000e+02,4.035150706768035889e-01,1.356507986783981323e-01,1.417139172554016113e+00,4.317059516906738281e-01,2.038955688476562500e-03,9.799003601074218750e-05
1.430000000000000000e+02,4.046336412429809570e-01,1.349245458841323853e-01,1.395994067192077637e+00,4.336764812469482422e-01,1.970529556274414062e-03,4.649162292480468750e-05
1.440000000000000000e+02,4.003714919090270996e-01,1.322545111179351807e-01,1.377569794654846191e+00,4.355902671813964844e-01,1.913785934448242188e-03,4.744529724121093750e-05
1.450000000000000000e+02,3.958491086959838867e-01,1.326074302196502686e-01,1.361673593521118164e+00,4.375185966491699219e-01,1.928329467773437500e-03,4.434585571289062500e-05
1.460000000000000000e+02,3.926236331462860107e-01,1.307630538940429688e-01,1.348034858703613281e+00,4.394266605377197266e-01,1.908063888549804688e-03,4.410743713378906250e-05
1.470000000000000000e+02,3.948330879211425781e-01,1.302694380283355713e-01,1.336427092552185059e+00,4.413387775421142578e-01,1.912117004394531250e-03,4.553794860839843750e-05
1.480000000000000000e+02,3.880732357501983643e-01,1.284663975238800049e-01,1.326601147651672363e+00,4.432609081268310547e-01,1.922130584716796875e-03,4.673004150390625000e-05
1.490000000000000000e+02,3.860635459423065186e-01,1.275304555892944336e-01,1.318273425102233887e+00,4.466300010681152344e-01,3.369092941284179688e-03,4.863739013671875000e-05
1.500000000000000000e+02,3.809553682804107666e-01,1.259574592113494873e-01,1.311210155487060547e+00,4.486598968505859375e-01,2.029895782470703125e-03,4.935264587402343750e-05
1.510000000000000000e+02,3.827745616436004639e-01,1.256478428840637207e-01,1.305155515670776367e+00,4.506900310516357422e-01,2.030134201049804688e-03,6.389617919921875000e-05
1.520000000000000000e+02,3.813082575798034668e-01,1.247365698218345642e-01,1.299878120422363281e+00,4.526495933532714844e-01,1.959562301635742188e-03,5.316734313964843750e-05
1.530000000000000000e+02,3.806352019309997559e-01,1.245855987071990967e-01,1.295190572738647461e+00,4.546012878417968750e-01,1.951694488525390625e-03,4.911422729492187500e-05
1.540000000000000000e+02,3.787578940391540527e-01,1.239827871322631836e-01,1.290892004966735840e+00,4.564917087554931641e-01,1.890420913696289062e-03,5.173683166503906250e-05
1.550000000000000000e+02,3.753847777843475342e-01,1.230375766754150391e-01,1.286832928657531738e+00,4.584114551544189453e-01,1.919746398925781250e-03,4.577636718750000000e-05
1.560000000000000000e+02,3.748477399349212646e-01,1.221377104520797729e-01,1.282883763313293457e+00,4.603173732757568359e-01,1.905918121337890625e-03,5.030632019042968750e-05
1.570000000000000000e+02,3.706064820289611816e-01,1.216171979904174805e-01,1.278933167457580566e+00,4.624435901641845703e-01,2.126216888427734375e-03,9.131431579589843750e-05
1.580000000000000000e+02,3.736533224582672119e-01,1.222918480634689331e-01,1.274915814399719238e+00,4.648742675781250000e-01,2.430677413940429688e-03,4.673004150390625000e-05
1.590000000000000000e+02,3.714355826377868652e-01,1.221255660057067871e-01,1.270769000053405762e+00,4.668319225311279297e-01,1.957654953002929688e-03,8.583068847656250000e-05
1.600000000000000000e+02,3.701235949993133545e-01,1.216535419225692749e-01,1.266462922096252441e+00,4.688096046447753906e-01,1.977682113647460938e-03,4.959106445312500000e-05
1.610000000000000000e+02,3.681229352951049805e-01,1.203935444355010986e-01,1.261987209320068359e+00,4.707231521606445312e-01,1.913547515869140625e-03,4.482269287109375000e-05
1.620000000000000000e+02,3.714700937271118164e-01,1.201020777225494385e-01,1.257337689399719238e+00,4.726138114929199219e-01,1.890659332275390625e-03,4.363059997558593750e-05
1.630000000000000000e+02,3.693630397319793701e-01,1.200650334358215332e-01,1.252535223960876465e+00,4.745330810546875000e-01,1.919269561767578125e-03,4.458427429199218750e-05
1.640000000000000000e+02,3.682449758052825928e-01,1.194275915622711182e-01,1.247596025466918945e+00,4.764127731323242188e-01,1.879692077636718750e-03,4.434585571289062500e-05
