step, L2error, MaxError, loss, elapsed_time, epoch_time, inference_time
1.900000000000000000e+01,8.658456802368164062e-01,2.569820880889892578e-01,7.466804504394531250e+00,1.541545867919921875e+00,6.708455085754394531e-02,8.630752563476562500e-05
2.000000000000000000e+01,9.145259857177734375e-01,2.781921923160552979e-01,9.302367210388183594e+00,1.608124256134033203e+00,6.657838821411132812e-02,8.177757263183593750e-05
2.100000000000000000e+01,8.714765310287475586e-01,2.695314586162567139e-01,1.058022022247314453e+01,1.674485445022583008e+00,6.636118888854980469e-02,8.225440979003906250e-05
2.200000000000000000e+01,7.979202270507812500e-01,2.352800220251083374e-01,1.002018547058105469e+01,1.741172552108764648e+00,6.668710708618164062e-02,8.678436279296875000e-05
2.300000000000000000e+01,7.407098412513732910e-01,2.776506543159484863e-01,8.264842033386230469e+00,1.807810306549072266e+00,6.663775444030761719e-02,7.510185241699218750e-05
2.400000000000000000e+01,7.406569123268127441e-01,2.976574599742889404e-01,6.903340816497802734e+00,1.874468803405761719e+00,6.665849685668945312e-02,8.797645568847656250e-05
2.500000000000000000e+01,7.965144515037536621e-01,2.996508479118347168e-01,6.906067371368408203e+00,1.941218614578247070e+00,6.674981117248535156e-02,1.180171966552734375e-04
2.600000000000000000e+01,8.434199094772338867e-01,3.161301016807556152e-01,7.885822296142578125e+00,2.007879018783569336e+00,6.666040420532226562e-02,7.867813110351562500e-05
2.700000000000000000e+01,8.257721662521362305e-01,2.923070788383483887e-01,8.659948348999023438e+00,2.074310541152954102e+00,6.643152236938476562e-02,8.606910705566406250e-05
2.800000000000000000e+01,7.782818078994750977e-01,2.810395359992980957e-01,8.443147659301757812e+00,2.140914678573608398e+00,6.660413742065429688e-02,9.322166442871093750e-05
2.900000000000000000e+01,7.338764071464538574e-01,2.933008372783660889e-01,7.478415489196777344e+00,2.207581996917724609e+00,6.666731834411621094e-02,8.130073547363281250e-05
3.000000000000000000e+01,7.256923913955688477e-01,2.644695043563842773e-01,6.628125190734863281e+00,2.274031400680541992e+00,6.644940376281738281e-02,8.416175842285156250e-05
3.100000000000000000e+01,7.437996864318847656e-01,2.244415581226348877e-01,6.503199577331542969e+00,2.340593338012695312e+00,6.656193733215332031e-02,8.702278137207031250e-05
3.200000000000000000e+01,7.607125639915466309e-01,2.206802815198898315e-01,6.971377849578857422e+00,2.407225131988525391e+00,6.663179397583007812e-02,8.130073547363281250e-05
3.300000000000000000e+01,7.700537443161010742e-01,2.315786480903625488e-01,7.403055191040039062e+00,2.473835468292236328e+00,6.661033630371093750e-02,8.130073547363281250e-05
3.400000000000000000e+01,7.354349493980407715e-01,2.269819229841232300e-01,7.325870990753173828e+00,2.540546417236328125e+00,6.671094894409179688e-02,7.843971252441406250e-05
3.500000000000000000e+01,7.090514898300170898e-01,2.663921117782592773e-01,6.825312614440917969e+00,2.606830358505249023e+00,6.628394126892089844e-02,7.915496826171875000e-05
3.600000000000000000e+01,7.067570090293884277e-01,2.505621612071990967e-01,6.363029003143310547e+00,2.673515558242797852e+00,6.668519973754882812e-02,7.557868957519531250e-05
3.700000000000000000e+01,7.231141924858093262e-01,2.502924203872680664e-01,6.287795543670654297e+00,2.739830970764160156e+00,6.631541252136230469e-02,8.225440979003906250e-05
3.800000000000000000e+01,7.382302880287170410e-01,2.634481489658355713e-01,6.538142681121826172e+00,2.806952238082885742e+00,6.712126731872558594e-02,1.056194305419921875e-04
3.900000000000000000e+01,7.393007874488830566e-01,2.717353701591491699e-01,6.769523620605468750e+00,2.873561859130859375e+00,6.660962104797363281e-02,8.082389831542968750e-05
4.000000000000000000e+01,7.216026782989501953e-01,2.836984395980834961e-01,6.718794345855712891e+00,2.940003395080566406e+00,6.644153594970703125e-02,8.153915405273437500e-05
4.100000000000000000e+01,7.034722566604614258e-01,2.455270737409591675e-01,6.431903839111328125e+00,3.006742954254150391e+00,6.673955917358398438e-02,1.106262207031250000e-04
4.200000000000000000e+01,6.961532831192016602e-01,2.219301611185073853e-01,6.168295860290527344e+00,3.073424339294433594e+00,6.668138504028320312e-02,7.534027099609375000e-05
4.300000000000000000e+01,7.092111706733703613e-01,2.225320339202880859e-01,6.125191211700439453e+00,3.139925956726074219e+00,6.650161743164062500e-02,8.440017700195312500e-05
4.400000000000000000e+01,7.172272801399230957e-01,2.421011924743652344e-01,6.264670372009277344e+00,3.206891059875488281e+00,6.696510314941406250e-02,8.392333984375000000e-05
4.500000000000000000e+01,7.113285660743713379e-01,2.143702507019042969e-01,6.387646675109863281e+00,3.273365259170532227e+00,6.647419929504394531e-02,7.605552673339843750e-05
4.600000000000000000e+01,7.076135873794555664e-01,2.167243659496307373e-01,6.348599910736083984e+00,3.341080904006958008e+00,6.771564483642578125e-02,8.487701416015625000e-05
4.700000000000000000e+01,6.914235949516296387e-01,2.176864594221115112e-01,6.185264587402343750e+00,3.407704353332519531e+00,6.662344932556152344e-02,8.535385131835937500e-05
4.800000000000000000e+01,6.988937258720397949e-01,2.368839234113693237e-01,6.051560401916503906e+00,3.474444389343261719e+00,6.674003601074218750e-02,8.273124694824218750e-05
4.900000000000000000e+01,7.050597071647644043e-01,2.411094903945922852e-01,6.049290657043457031e+00,3.541037082672119141e+00,6.659269332885742188e-02,7.772445678710937500e-05
5.000000000000000000e+01,7.086347341537475586e-01,2.658889889717102051e-01,6.137013912200927734e+00,3.607764244079589844e+00,6.672716140747070312e-02,7.963180541992187500e-05
5.100000000000000000e+01,7.046688199043273926e-01,2.404777854681015015e-01,6.193183422088623047e+00,3.674386978149414062e+00,6.662273406982421875e-02,7.581710815429687500e-05
5.200000000000000000e+01,6.941064596176147461e-01,2.395063936710357666e-01,6.148794174194335938e+00,3.741230487823486328e+00,6.684350967407226562e-02,7.700920104980468750e-05
5.300000000000000000e+01,6.921322941780090332e-01,2.276239991188049316e-01,6.047367572784423828e+00,3.807686328887939453e+00,6.645584106445312500e-02,7.677078247070312500e-05
5.400000000000000000e+01,6.905373334884643555e-01,2.149769812822341919e-01,5.982873439788818359e+00,3.874347686767578125e+00,6.666135787963867188e-02,8.344650268554687500e-05
5.500000000000000000e+01,6.906076669692993164e-01,2.211587131023406982e-01,5.996508598327636719e+00,3.941104888916015625e+00,6.675720214843750000e-02,7.462501525878906250e-05
5.600000000000000000e+01,6.972857713699340820e-01,2.122388929128646851e-01,6.043323040008544922e+00,4.007458686828613281e+00,6.635379791259765625e-02,7.987022399902343750e-05
5.700000000000000000e+01,6.884285807609558105e-01,2.195807844400405884e-01,6.052602291107177734e+00,4.074894905090332031e+00,6.743621826171875000e-02,8.583068847656250000e-05
5.800000000000000000e+01,6.869732141494750977e-01,2.243804633617401123e-01,6.005690574645996094e+00,4.141543626785278320e+00,6.664872169494628906e-02,7.486343383789062500e-05
5.900000000000000000e+01,6.940712332725524902e-01,2.162153869867324829e-01,5.947246551513671875e+00,4.208190679550170898e+00,6.664705276489257812e-02,8.368492126464843750e-05
6.000000000000000000e+01,6.931391954421997070e-01,2.401321381330490112e-01,5.927968502044677734e+00,4.274815320968627930e+00,6.662464141845703125e-02,8.010864257812500000e-05
6.100000000000000000e+01,6.930320262908935547e-01,2.556786537170410156e-01,5.949672222137451172e+00,4.341511249542236328e+00,6.669592857360839844e-02,7.677078247070312500e-05
6.200000000000000000e+01,6.902108192443847656e-01,2.453241795301437378e-01,5.971041202545166016e+00,4.408042192459106445e+00,6.653094291687011719e-02,8.058547973632812500e-05
6.300000000000000000e+01,6.902804970741271973e-01,2.454529255628585815e-01,5.959002017974853516e+00,4.474813699722290039e+00,6.677150726318359375e-02,8.511543273925781250e-05
6.400000000000000000e+01,6.880445480346679688e-01,2.349182069301605225e-01,5.923214435577392578e+00,4.541345357894897461e+00,6.653165817260742188e-02,8.773803710937500000e-05
6.500000000000000000e+01,6.918574571609497070e-01,2.604351043701171875e-01,5.898390293121337891e+00,4.607939481735229492e+00,6.659412384033203125e-02,7.939338684082031250e-05
6.600000000000000000e+01,6.880189180374145508e-01,2.382649332284927368e-01,5.901732921600341797e+00,4.674463510513305664e+00,6.652402877807617188e-02,1.091957092285156250e-04
6.700000000000000000e+01,6.920376420021057129e-01,2.173203080892562866e-01,5.916522502899169922e+00,4.741156816482543945e+00,6.669330596923828125e-02,8.177757263183593750e-05
6.800000000000000000e+01,6.887333393096923828e-01,2.278367877006530762e-01,5.916335105895996094e+00,4.807869911193847656e+00,6.671309471130371094e-02,7.939338684082031250e-05
6.900000000000000000e+01,6.818822622299194336e-01,2.170761376619338989e-01,5.896504878997802734e+00,4.874597072601318359e+00,6.672716140747070312e-02,7.796287536621093750e-05
7.000000000000000000e+01,6.895976662635803223e-01,2.403343617916107178e-01,5.875905513763427734e+00,4.941052913665771484e+00,6.645584106445312500e-02,7.677078247070312500e-05
7.100000000000000000e+01,6.943631768226623535e-01,2.204052209854125977e-01,5.871459960937500000e+00,5.007835865020751953e+00,6.678295135498046875e-02,7.510185241699218750e-05
7.200000000000000000e+01,6.895723938941955566e-01,2.527864277362823486e-01,5.878859996795654297e+00,5.074350357055664062e+00,6.651449203491210938e-02,8.034706115722656250e-05
7.300000000000000000e+01,6.900367736816406250e-01,2.199527770280838013e-01,5.880997657775878906e+00,5.140995264053344727e+00,6.664490699768066406e-02,8.559226989746093750e-05
7.400000000000000000e+01,6.928912401199340820e-01,2.209545075893402100e-01,5.870098590850830078e+00,5.207737445831298828e+00,6.674218177795410156e-02,8.034706115722656250e-05
7.500000000000000000e+01,6.888234615325927734e-01,2.243373245000839233e-01,5.855352401733398438e+00,5.274291992187500000e+00,6.655454635620117188e-02,7.987022399902343750e-05
7.600000000000000000e+01,6.812856793403625488e-01,2.130017876625061035e-01,5.849168300628662109e+00,5.341643810272216797e+00,6.735181808471679688e-02,8.749961853027343750e-05
7.700000000000000000e+01,6.881192922592163086e-01,2.264488041400909424e-01,5.851762294769287109e+00,5.408486604690551758e+00,6.684279441833496094e-02,7.295608520507812500e-05
7.800000000000000000e+01,6.870412826538085938e-01,2.194673568010330200e-01,5.852893352508544922e+00,5.475090742111206055e+00,6.660413742065429688e-02,8.320808410644531250e-05
7.900000000000000000e+01,6.807423233985900879e-01,2.196381986141204834e-01,5.846024990081787109e+00,5.541619777679443359e+00,6.652903556823730469e-02,8.630752563476562500e-05
8.000000000000000000e+01,6.871196031570434570e-01,2.169021368026733398e-01,5.835704803466796875e+00,5.607906341552734375e+00,6.628656387329101562e-02,7.915496826171875000e-05
8.100000000000000000e+01,6.835108995437622070e-01,2.289786040782928467e-01,5.830137729644775391e+00,5.674495220184326172e+00,6.658887863159179688e-02,8.296966552734375000e-05
8.200000000000000000e+01,6.878521442413330078e-01,2.278412282466888428e-01,5.830416679382324219e+00,5.741075038909912109e+00,6.657981872558593750e-02,7.963180541992187500e-05
8.300000000000000000e+01,6.838511824607849121e-01,2.187517583370208740e-01,5.830334663391113281e+00,5.807723760604858398e+00,6.664872169494628906e-02,8.559226989746093750e-05
8.400000000000000000e+01,6.796442270278930664e-01,2.185490727424621582e-01,5.825382709503173828e+00,5.874253749847412109e+00,6.652998924255371094e-02,7.963180541992187500e-05
8.500000000000000000e+01,6.769657731056213379e-01,2.233262062072753906e-01,5.818150997161865234e+00,5.940675973892211914e+00,6.642222404479980469e-02,8.010864257812500000e-05
8.600000000000000000e+01,6.742503046989440918e-01,2.179361432790756226e-01,5.813834190368652344e+00,6.007108449935913086e+00,6.643247604370117188e-02,8.916854858398437500e-05
8.700000000000000000e+01,6.826996803283691406e-01,2.134270370006561279e-01,5.813125610351562500e+00,6.073764324188232422e+00,6.665587425231933594e-02,7.724761962890625000e-05
8.800000000000000000e+01,6.823242306709289551e-01,2.138789445161819458e-01,5.812056064605712891e+00,6.140403985977172852e+00,6.663966178894042969e-02,8.177757263183593750e-05
8.900000000000000000e+01,6.819214820861816406e-01,2.108816802501678467e-01,5.807896137237548828e+00,6.206851720809936523e+00,6.644773483276367188e-02,8.416175842285156250e-05
9.000000000000000000e+01,6.853303313255310059e-01,2.355739623308181763e-01,5.802494525909423828e+00,6.273391008377075195e+00,6.653928756713867188e-02,7.581710815429687500e-05
9.100000000000000000e+01,6.864222884178161621e-01,2.468751966953277588e-01,5.799080848693847656e+00,6.339692831039428711e+00,6.630182266235351562e-02,8.487701416015625000e-05
9.200000000000000000e+01,6.815559267997741699e-01,2.178629338741302490e-01,5.797781467437744141e+00,6.406355619430541992e+00,6.666278839111328125e-02,7.772445678710937500e-05
9.300000000000000000e+01,6.832818984985351562e-01,2.420465499162673950e-01,5.795974254608154297e+00,6.472769498825073242e+00,6.641387939453125000e-02,8.201599121093750000e-05
9.400000000000000000e+01,6.821168661117553711e-01,2.151349782943725586e-01,5.792254447937011719e+00,6.539169073104858398e+00,6.639957427978515625e-02,9.012222290039062500e-05
9.500000000000000000e+01,6.837376356124877930e-01,2.442737966775894165e-01,5.788115501403808594e+00,6.606144428253173828e+00,6.697535514831542969e-02,8.749961853027343750e-05
9.600000000000000000e+01,6.802355647087097168e-01,2.179938554763793945e-01,5.785447120666503906e+00,6.672742128372192383e+00,6.659770011901855469e-02,8.392333984375000000e-05
9.700000000000000000e+01,6.813124418258666992e-01,2.136716097593307495e-01,5.783897876739501953e+00,6.739260673522949219e+00,6.651854515075683594e-02,8.368492126464843750e-05
9.800000000000000000e+01,6.885843873023986816e-01,2.234718799591064453e-01,5.781729698181152344e+00,6.805869102478027344e+00,6.660842895507812500e-02,8.583068847656250000e-05
9.900000000000000000e+01,6.843315362930297852e-01,2.204992175102233887e-01,5.778431892395019531e+00,6.872455358505249023e+00,6.658625602722167969e-02,8.726119995117187500e-05
1.000000000000000000e+02,6.858615875244140625e-01,2.124093770980834961e-01,5.775208473205566406e+00,6.938855409622192383e+00,6.640005111694335938e-02,8.296966552734375000e-05
1.010000000000000000e+02,6.827463507652282715e-01,2.133813649415969849e-01,5.773012161254882812e+00,7.005476236343383789e+00,6.662082672119140625e-02,8.511543273925781250e-05
1.020000000000000000e+02,6.864715218544006348e-01,2.276929169893264771e-01,5.771251201629638672e+00,7.071929693222045898e+00,6.645345687866210938e-02,8.416175842285156250e-05
1.030000000000000000e+02,6.854352951049804688e-01,2.100319266319274902e-01,5.768883705139160156e+00,7.138520240783691406e+00,6.659054756164550781e-02,1.320838928222656250e-04
1.040000000000000000e+02,6.818072795867919922e-01,2.163798362016677856e-01,5.765959739685058594e+00,7.205101728439331055e+00,6.658148765563964844e-02,8.797645568847656250e-05
1.050000000000000000e+02,6.808994412422180176e-01,2.297147959470748901e-01,5.763366699218750000e+00,7.272529363632202148e+00,6.742763519287109375e-02,9.107589721679687500e-05
1.060000000000000000e+02,6.753655672073364258e-01,2.086352854967117310e-01,5.761422157287597656e+00,7.339087963104248047e+00,6.655859947204589844e-02,8.177757263183593750e-05
1.070000000000000000e+02,6.817508935928344727e-01,2.056611776351928711e-01,5.759513854980468750e+00,7.405805349349975586e+00,6.671738624572753906e-02,1.020431518554687500e-04
1.080000000000000000e+02,6.780627369880676270e-01,2.141952514648437500e-01,5.757139682769775391e+00,7.472465276718139648e+00,6.665992736816406250e-02,8.296966552734375000e-05
1.090000000000000000e+02,6.820404529571533203e-01,2.194735556840896606e-01,5.754611968994140625e+00,7.538930654525756836e+00,6.646537780761718750e-02,8.821487426757812500e-05
1.100000000000000000e+02,6.845028996467590332e-01,2.214568555355072021e-01,5.752460479736328125e+00,7.605345487594604492e+00,6.641483306884765625e-02,8.702278137207031250e-05
1.110000000000000000e+02,6.776105761528015137e-01,2.271913737058639526e-01,5.750618934631347656e+00,7.672620773315429688e+00,6.727528572082519531e-02,8.082389831542968750e-05
1.120000000000000000e+02,6.802350878715515137e-01,2.099304348230361938e-01,5.748619079589843750e+00,7.739248037338256836e+00,6.662726402282714844e-02,8.153915405273437500e-05
1.130000000000000000e+02,6.813281178474426270e-01,2.124962806701660156e-01,5.746352195739746094e+00,7.805839538574218750e+00,6.659150123596191406e-02,8.535385131835937500e-05
1.140000000000000000e+02,6.830047965049743652e-01,2.403542399406433105e-01,5.744166374206542969e+00,7.872843503952026367e+00,6.700396537780761719e-02,1.246929168701171875e-04
1.150000000000000000e+02,6.796367764472961426e-01,2.159740775823593140e-01,5.742266654968261719e+00,7.939592838287353516e+00,6.674933433532714844e-02,9.250640869140625000e-05
1.160000000000000000e+02,6.808715462684631348e-01,2.112818062305450439e-01,5.740436077117919922e+00,8.006292581558227539e+00,6.669974327087402344e-02,8.034706115722656250e-05
1.170000000000000000e+02,6.812794208526611328e-01,2.182628065347671509e-01,5.738431453704833984e+00,8.072791099548339844e+00,6.649851799011230469e-02,7.987022399902343750e-05
1.180000000000000000e+02,6.777151226997375488e-01,2.182569205760955811e-01,5.736360073089599609e+00,8.139201879501342773e+00,6.641077995300292969e-02,9.870529174804687500e-05
1.190000000000000000e+02,6.821564435958862305e-01,2.142381221055984497e-01,5.734452724456787109e+00,8.205787658691406250e+00,6.658577919006347656e-02,8.010864257812500000e-05
1.200000000000000000e+02,6.828178763389587402e-01,2.184224128723144531e-01,5.732690334320068359e+00,8.272382974624633789e+00,6.659531593322753906e-02,9.346008300781250000e-05
1.210000000000000000e+02,6.821475625038146973e-01,2.030189931392669678e-01,5.730877399444580078e+00,8.338907480239868164e+00,6.652450561523437500e-02,8.010864257812500000e-05
1.220000000000000000e+02,6.823188662528991699e-01,2.078441679477691650e-01,5.728967666625976562e+00,8.405616521835327148e+00,6.670904159545898438e-02,8.606910705566406250e-05
1.230000000000000000e+02,6.815537214279174805e-01,2.259579151868820190e-01,5.727113723754882812e+00,8.472181558609008789e+00,6.656503677368164062e-02,9.536743164062500000e-05
1.240000000000000000e+02,6.783910989761352539e-01,2.194038629531860352e-01,5.725389480590820312e+00,8.538601636886596680e+00,6.642007827758789062e-02,8.320808410644531250e-05
1.250000000000000000e+02,6.850833892822265625e-01,2.238767147064208984e-01,5.723689079284667969e+00,8.605279445648193359e+00,6.667780876159667969e-02,8.153915405273437500e-05
1.260000000000000000e+02,6.757824420928955078e-01,2.103082388639450073e-01,5.721922397613525391e+00,8.671792268753051758e+00,6.651282310485839844e-02,8.583068847656250000e-05
1.270000000000000000e+02,6.742881536483764648e-01,2.463677376508712769e-01,5.720153331756591797e+00,8.738447904586791992e+00,6.665563583374023438e-02,7.867813110351562500e-05
1.280000000000000000e+02,6.761837005615234375e-01,2.055148035287857056e-01,5.718472957611083984e+00,8.804889440536499023e+00,6.644153594970703125e-02,7.891654968261718750e-05
1.290000000000000000e+02,6.769472956657409668e-01,2.239140570163726807e-01,5.716847419738769531e+00,8.871459722518920898e+00,6.657028198242187500e-02,8.130073547363281250e-05
1.300000000000000000e+02,6.753822565078735352e-01,2.167401015758514404e-01,5.715196132659912109e+00,8.938577413558959961e+00,6.711769104003906250e-02,8.702278137207031250e-05
1.310000000000000000e+02,6.798018217086791992e-01,2.236941307783126831e-01,5.713526725769042969e+00,9.005228281021118164e+00,6.665086746215820312e-02,8.678436279296875000e-05
1.320000000000000000e+02,6.809046864509582520e-01,2.102132290601730347e-01,5.711907863616943359e+00,9.071692228317260742e+00,6.646394729614257812e-02,7.557868957519531250e-05
1.330000000000000000e+02,6.762030124664306641e-01,2.018197923898696899e-01,5.710346698760986328e+00,9.138870239257812500e+00,6.717801094055175781e-02,7.820129394531250000e-05
1.340000000000000000e+02,6.767724156379699707e-01,2.203631401062011719e-01,5.708787441253662109e+00,9.205107927322387695e+00,6.623768806457519531e-02,8.034706115722656250e-05
1.350000000000000000e+02,6.785761713981628418e-01,2.176279127597808838e-01,5.707211494445800781e+00,9.271271944046020508e+00,6.616401672363281250e-02,1.223087310791015625e-04
1.360000000000000000e+02,6.842796802520751953e-01,2.133659571409225464e-01,5.705662727355957031e+00,9.338048934936523438e+00,6.677699089050292969e-02,9.846687316894531250e-05
1.370000000000000000e+02,6.751791834831237793e-01,2.190420776605606079e-01,5.704161167144775391e+00,9.404770612716674805e+00,6.672167778015136719e-02,8.153915405273437500e-05
1.380000000000000000e+02,6.784309148788452148e-01,2.017382979393005371e-01,5.702676773071289062e+00,9.471365213394165039e+00,6.659460067749023438e-02,8.487701416015625000e-05
1.390000000000000000e+02,6.752161383628845215e-01,2.079179883003234863e-01,5.701185226440429688e+00,9.538031101226806641e+00,6.666588783264160156e-02,1.025199890136718750e-04
1.400000000000000000e+02,6.807376742362976074e-01,2.410145103931427002e-01,5.699708461761474609e+00,9.604629516601562500e+00,6.659841537475585938e-02,9.846687316894531250e-05
1.410000000000000000e+02,6.786924600601196289e-01,2.103851288557052612e-01,5.698269367218017578e+00,9.671391010284423828e+00,6.676149368286132812e-02,1.120567321777343750e-04
1.420000000000000000e+02,6.714454293251037598e-01,2.138341814279556274e-01,5.696850776672363281e+00,9.737852573394775391e+00,6.646156311035156250e-02,9.489059448242187500e-05
1.430000000000000000e+02,6.767582893371582031e-01,1.979510635137557983e-01,5.695433616638183594e+00,9.804557800292968750e+00,6.670522689819335938e-02,7.367134094238281250e-05
1.440000000000000000e+02,6.720128059387207031e-01,2.290259599685668945e-01,5.694026470184326172e+00,9.871268033981323242e+00,6.671023368835449219e-02,8.845329284667968750e-05
1.450000000000000000e+02,6.750292181968688965e-01,2.209125459194183350e-01,5.692647933959960938e+00,9.937911272048950195e+00,6.664323806762695312e-02,8.416175842285156250e-05
1.460000000000000000e+02,6.834568977355957031e-01,2.047168016433715820e-01,5.691290378570556641e+00,1.000465679168701172e+01,6.674551963806152344e-02,7.534027099609375000e-05
1.470000000000000000e+02,6.732012629508972168e-01,1.999505013227462769e-01,5.689939975738525391e+00,1.007124304771423340e+01,6.658625602722167969e-02,8.058547973632812500e-05
1.480000000000000000e+02,6.812921166419982910e-01,2.129895985126495361e-01,5.688598155975341797e+00,1.013808560371398926e+01,6.684255599975585938e-02,7.653236389160156250e-05
1.490000000000000000e+02,6.824607849121093750e-01,1.964816153049468994e-01,5.687277793884277344e+00,1.020539808273315430e+01,6.731247901916503906e-02,8.606910705566406250e-05
1.500000000000000000e+02,6.792840957641601562e-01,2.067466974258422852e-01,5.685978412628173828e+00,1.027270603179931641e+01,6.730794906616210938e-02,7.987022399902343750e-05
1.510000000000000000e+02,6.705703139305114746e-01,2.231384366750717163e-01,5.684688091278076172e+00,1.033937358856201172e+01,6.666755676269531250e-02,7.247924804687500000e-05
1.520000000000000000e+02,6.751026511192321777e-01,2.046324610710144043e-01,5.683406352996826172e+00,1.040626096725463867e+01,6.688737869262695312e-02,8.225440979003906250e-05
1.530000000000000000e+02,6.724340319633483887e-01,2.064916044473648071e-01,5.682144165039062500e+00,1.047283148765563965e+01,6.657052040100097656e-02,7.581710815429687500e-05
1.540000000000000000e+02,6.690986752510070801e-01,2.095191180706024170e-01,5.680898666381835938e+00,1.053963732719421387e+01,6.680583953857421875e-02,7.891654968261718750e-05
1.550000000000000000e+02,6.735916733741760254e-01,2.127619981765747070e-01,5.679664611816406250e+00,1.060628318786621094e+01,6.664586067199707031e-02,8.225440979003906250e-05
1.560000000000000000e+02,6.817842721939086914e-01,2.119391858577728271e-01,5.678440093994140625e+00,1.067303442955017090e+01,6.675124168395996094e-02,7.677078247070312500e-05
1.570000000000000000e+02,6.776368618011474609e-01,2.106263935565948486e-01,5.677230834960937500e+00,1.073969841003417969e+01,6.666398048400878906e-02,9.226799011230468750e-05
1.580000000000000000e+02,6.759679913520812988e-01,2.124166786670684814e-01,5.676037788391113281e+00,1.080648827552795410e+01,6.678986549377441406e-02,8.606910705566406250e-05
1.590000000000000000e+02,6.791756153106689453e-01,2.086982131004333496e-01,5.674855709075927734e+00,1.087309217453002930e+01,6.660389900207519531e-02,7.796287536621093750e-05
1.600000000000000000e+02,6.751217842102050781e-01,2.132148742675781250e-01,5.673683643341064453e+00,1.093989920616149902e+01,6.680703163146972656e-02,8.583068847656250000e-05
1.610000000000000000e+02,6.753153204917907715e-01,2.014557123184204102e-01,5.672525405883789062e+00,1.100632619857788086e+01,6.642699241638183594e-02,8.416175842285156250e-05
1.620000000000000000e+02,6.718215942382812500e-01,2.032292336225509644e-01,5.671381473541259766e+00,1.107302021980285645e+01,6.669402122497558594e-02,7.915496826171875000e-05
1.630000000000000000e+02,6.801799535751342773e-01,2.084219753742218018e-01,5.670248508453369141e+00,1.113993740081787109e+01,6.691718101501464844e-02,8.177757263183593750e-05
1.640000000000000000e+02,6.766557097434997559e-01,2.017681002616882324e-01,5.669126033782958984e+00,1.120659041404724121e+01,6.665301322937011719e-02,7.677078247070312500e-05
